idx_from,state_from,onset_from_s,idx_to,state_to,onset_to_s,transition_time_s,transition_id,state_from_freq,subject,block
22,9,39.675000000000004,23,1,41.12375,1.4487499999999969,91,h,LU10MI,B3
23,1,41.12375,24,2,42.74875,1.625,12,h,LU10MI,B3
24,2,42.74875,25,4,44.275625,1.5268749999999969,24,s,LU10MI,B3
25,4,44.275625,26,5,45.581875000000004,1.3062500000000057,45,h,LU10MI,B3
26,5,45.581875000000004,27,6,46.97,1.3881249999999952,56,h,LU10MI,B3
27,6,46.97,28,7,48.355000000000004,1.3850000000000051,67,h,LU10MI,B3
28,7,48.355000000000004,29,8,49.805,1.4499999999999957,78,h,LU10MI,B3
29,8,49.805,30,9,51.216875,1.411875000000002,89,h,LU10MI,B3
30,9,51.216875,31,1,52.626875,1.4099999999999966,91,h,LU10MI,B3
31,1,52.626875,32,3,54.09,1.4631250000000051,13,s,LU10MI,B3
32,3,54.09,33,4,55.41875,1.3287499999999994,34,h,LU10MI,B3
33,4,55.41875,34,5,56.685625,1.2668749999999989,45,h,LU10MI,B3
34,5,56.685625,35,6,58.016875,1.3312499999999972,56,h,LU10MI,B3
35,6,58.016875,36,7,59.345,1.328125,67,h,LU10MI,B3
36,7,59.345,37,8,61.9125,2.5675000000000026,78,h,LU10MI,B3
37,8,61.9125,38,9,63.226875,1.3143749999999983,89,h,LU10MI,B3
38,9,63.226875,39,8,65.00750000000001,1.7806250000000077,98,s,LU10MI,B3
39,8,65.00750000000001,40,9,66.2525,1.2449999999999903,89,h,LU10MI,B3
40,9,66.2525,41,1,67.53,1.2775000000000034,91,h,LU10MI,B3
41,1,67.53,42,2,68.935,1.4050000000000011,12,h,LU10MI,B3
42,2,68.935,43,3,70.455625,1.5206249999999955,23,h,LU10MI,B3
43,3,70.455625,44,4,71.7175,1.2618750000000034,34,h,LU10MI,B3
44,4,71.7175,45,5,72.885625,1.1681250000000034,45,h,LU10MI,B3
45,5,72.885625,46,7,75.08375,2.1981249999999903,57,s,LU10MI,B3
46,7,75.08375,47,8,76.655625,1.5718750000000057,78,h,LU10MI,B3
47,8,76.655625,48,9,78.0325,1.3768749999999983,89,h,LU10MI,B3
48,9,78.0325,49,1,80.87375,2.8412500000000023,91,h,LU10MI,B3
49,1,80.87375,50,2,82.74875,1.875,12,h,LU10MI,B3
50,2,82.74875,51,3,84.185,1.4362500000000011,23,h,LU10MI,B3
51,3,84.185,52,4,85.560625,1.3756249999999994,34,h,LU10MI,B3
52,4,85.560625,53,6,86.885625,1.3250000000000028,46,s,LU10MI,B3
53,6,86.885625,54,7,88.666875,1.78125,67,h,LU10MI,B3
54,7,88.666875,55,8,91.0125,2.3456249999999983,78,h,LU10MI,B3
55,8,91.0125,56,9,92.25,1.2374999999999972,89,h,LU10MI,B3
56,9,92.25,57,1,93.575,1.3250000000000028,91,h,LU10MI,B3
57,1,93.575,58,2,95.39750000000001,1.8225000000000051,12,h,LU10MI,B3
58,2,95.39750000000001,59,3,96.99187500000001,1.5943749999999994,23,h,LU10MI,B3
59,3,96.99187500000001,60,2,99.37,2.378124999999997,32,s,LU10MI,B3
60,2,99.37,61,3,100.78750000000001,1.417500000000004,23,h,LU10MI,B3
61,3,100.78750000000001,62,4,102.16375000000001,1.3762499999999989,34,h,LU10MI,B3
62,4,102.16375000000001,63,5,104.706875,2.543124999999989,45,h,LU10MI,B3
63,5,104.706875,64,6,106.495625,1.7887500000000074,56,h,LU10MI,B3
64,6,106.495625,65,7,107.981875,1.4862499999999983,67,h,LU10MI,B3
65,7,107.981875,66,8,110.31,2.328125,78,h,LU10MI,B3
66,8,110.31,67,1,112.02250000000001,1.7125000000000057,81,s,LU10MI,B3
67,1,112.02250000000001,68,2,113.805625,1.7831249999999983,12,h,LU10MI,B3
68,2,113.805625,69,3,115.245,1.4393749999999983,23,h,LU10MI,B3
69,3,115.245,70,4,116.586875,1.3418750000000017,34,h,LU10MI,B3
70,4,116.586875,71,5,117.88,1.2931249999999892,45,h,LU10MI,B3
71,5,117.88,72,6,119.22500000000001,1.345000000000013,56,h,LU10MI,B3
0,6,4.7325,1,7,6.24875,1.5162500000000003,67,h,LU10MI,B4
1,7,6.24875,2,8,7.841875,1.5931249999999997,78,h,LU10MI,B4
2,8,7.841875,3,9,9.220625,1.3787500000000001,89,h,LU10MI,B4
3,9,9.220625,4,1,10.48875,1.2681249999999995,91,h,LU10MI,B4
4,1,10.48875,5,2,11.98,1.4912500000000009,12,h,LU10MI,B4
5,2,11.98,6,3,13.345625,1.3656249999999996,23,h,LU10MI,B4
6,3,13.345625,7,4,14.646875,1.3012499999999996,34,h,LU10MI,B4
7,4,14.646875,8,6,17.355,2.708125000000001,46,s,LU10MI,B4
8,6,17.355,9,7,18.846875,1.4918750000000003,67,h,LU10MI,B4
9,7,18.846875,10,9,20.0975,1.2506249999999994,79,s,LU10MI,B4
10,9,20.0975,11,1,21.405625,1.3081250000000004,91,h,LU10MI,B4
11,1,21.405625,12,2,22.976875,1.5712499999999991,12,h,LU10MI,B4
12,2,22.976875,13,3,24.240625,1.2637500000000017,23,h,LU10MI,B4
13,3,24.240625,14,4,25.490000000000002,1.2493750000000006,34,h,LU10MI,B4
14,4,25.490000000000002,15,5,26.98,1.4899999999999984,45,h,LU10MI,B4
15,5,26.98,16,6,28.325625000000002,1.3456250000000018,56,h,LU10MI,B4
16,6,28.325625000000002,17,5,29.76,1.4343749999999993,65,s,LU10MI,B4
17,5,29.76,18,6,31.346875,1.5868749999999991,56,h,LU10MI,B4
18,6,31.346875,19,7,32.655625,1.3087499999999999,67,h,LU10MI,B4
19,7,32.655625,20,8,34.040625,1.384999999999998,78,h,LU10MI,B4
20,8,34.040625,21,9,35.3725,1.3318750000000037,89,h,LU10MI,B4
21,9,35.3725,22,1,36.71875,1.3462499999999977,91,h,LU10MI,B4
22,1,36.71875,23,2,38.2675,1.5487499999999983,12,h,LU10MI,B4
23,2,38.2675,24,4,39.665625,1.3981250000000003,24,s,LU10MI,B4
24,4,39.665625,25,5,40.865,1.1993750000000034,45,h,LU10MI,B4
25,5,40.865,26,6,42.125625,1.2606249999999974,56,h,LU10MI,B4
26,6,42.125625,27,7,44.155625,2.030000000000001,67,h,LU10MI,B4
27,7,44.155625,28,8,45.281875,1.1262499999999989,78,h,LU10MI,B4
28,8,45.281875,29,9,46.5725,1.2906249999999986,89,h,LU10MI,B4
29,9,46.5725,30,1,47.756875,1.1843750000000028,91,h,LU10MI,B4
30,1,47.756875,31,3,49.13875,1.3818750000000009,13,s,LU10MI,B4
31,3,49.13875,32,4,50.391875,1.2531249999999972,34,h,LU10MI,B4
32,4,50.391875,33,5,51.588750000000005,1.1968750000000057,45,h,LU10MI,B4
33,5,51.588750000000005,34,6,52.77,1.1812499999999986,56,h,LU10MI,B4
34,6,52.77,35,7,54.805,2.0349999999999966,67,h,LU10MI,B4
37,8,57.1,38,9,58.356875,1.2568750000000009,89,h,LU10MI,B4
38,9,58.356875,39,8,59.556875,1.1999999999999957,98,s,LU10MI,B4
39,8,59.556875,40,9,60.795,1.2381250000000037,89,h,LU10MI,B4
40,9,60.795,41,1,62.0,1.2049999999999983,91,h,LU10MI,B4
41,1,62.0,42,2,64.44,2.4399999999999977,12,h,LU10MI,B4
42,2,64.44,43,3,65.925,1.4849999999999994,23,h,LU10MI,B4
43,3,65.925,44,4,67.12875,1.2037499999999994,34,h,LU10MI,B4
44,4,67.12875,45,5,68.325625,1.1968750000000057,45,h,LU10MI,B4
45,5,68.325625,46,7,69.62,1.2943750000000023,57,s,LU10MI,B4
46,7,69.62,47,8,70.940625,1.3206249999999926,78,h,LU10MI,B4
47,8,70.940625,48,9,72.23875,1.2981249999999989,89,h,LU10MI,B4
48,9,72.23875,49,1,73.6675,1.428750000000008,91,h,LU10MI,B4
49,1,73.6675,50,2,75.11562500000001,1.4481250000000045,12,h,LU10MI,B4
50,2,75.11562500000001,51,3,76.89,1.774374999999992,23,h,LU10MI,B4
51,3,76.89,52,4,78.14,1.25,34,h,LU10MI,B4
52,4,78.14,53,6,79.700625,1.5606250000000017,46,s,LU10MI,B4
53,6,79.700625,54,7,81.28,1.5793749999999989,67,h,LU10MI,B4
54,7,81.28,55,8,83.275,1.9950000000000045,78,h,LU10MI,B4
55,8,83.275,56,9,84.565,1.289999999999992,89,h,LU10MI,B4
56,9,84.565,57,1,85.99875,1.4337500000000034,91,h,LU10MI,B4
57,1,85.99875,58,2,88.166875,2.1681250000000034,12,h,LU10MI,B4
58,2,88.166875,59,3,89.685625,1.5187499999999972,23,h,LU10MI,B4
59,3,89.685625,60,2,91.44375000000001,1.7581250000000068,32,s,LU10MI,B4
60,2,91.44375000000001,61,3,92.970625,1.5268749999999898,23,h,LU10MI,B4
61,3,92.970625,62,4,94.3925,1.421875,34,h,LU10MI,B4
62,4,94.3925,63,5,95.851875,1.4593750000000085,45,h,LU10MI,B4
63,5,95.851875,64,6,97.665625,1.8137499999999989,56,h,LU10MI,B4
64,6,97.665625,65,7,99.18875,1.5231249999999932,67,h,LU10MI,B4
65,7,99.18875,66,8,100.74062500000001,1.5518750000000097,78,h,LU10MI,B4
66,8,100.74062500000001,67,1,102.2425,1.5018749999999983,81,s,LU10MI,B4
67,1,102.2425,68,2,103.89687500000001,1.6543750000000017,12,h,LU10MI,B4
68,2,103.89687500000001,69,3,105.4575,1.5606249999999875,23,h,LU10MI,B4
69,3,105.4575,70,4,106.8525,1.3950000000000102,34,h,LU10MI,B4
70,4,106.8525,71,5,108.08500000000001,1.2325000000000017,45,h,LU10MI,B4
71,5,108.08500000000001,72,6,109.41875,1.3337499999999949,56,h,LU10MI,B4
0,6,4.6606250000000005,1,7,6.121875,1.4612499999999997,67,h,LU10MI,B5
1,7,6.121875,2,8,7.670625,1.54875,78,h,LU10MI,B5
2,8,7.670625,3,9,8.9675,1.2968749999999991,89,h,LU10MI,B5
3,9,8.9675,4,1,10.14875,1.1812500000000004,91,h,LU10MI,B5
4,1,10.14875,5,2,11.4575,1.3087499999999999,12,h,LU10MI,B5
5,2,11.4575,6,3,12.765625,1.3081250000000004,23,h,LU10MI,B5
6,3,12.765625,7,4,13.92875,1.1631250000000009,34,h,LU10MI,B5
7,4,13.92875,8,5,15.095,1.1662499999999998,45,h,LU10MI,B5
8,5,15.095,9,6,16.551875,1.4568749999999984,56,h,LU10MI,B5
9,6,16.551875,10,7,17.845,1.2931249999999999,67,h,LU10MI,B5
10,7,17.845,11,9,19.095625000000002,1.250625000000003,79,s,LU10MI,B5
11,9,19.095625000000002,12,1,20.475625,1.379999999999999,91,h,LU10MI,B5
12,1,20.475625,13,2,21.9025,1.426874999999999,12,h,LU10MI,B5
13,2,21.9025,14,3,23.605625,1.703125,23,h,LU10MI,B5
14,3,23.605625,15,4,24.935000000000002,1.3293750000000024,34,h,LU10MI,B5
15,4,24.935000000000002,16,5,26.255625000000002,1.3206249999999997,45,h,LU10MI,B5
16,5,26.255625000000002,17,6,27.475,1.2193749999999994,56,h,LU10MI,B5
17,6,27.475,18,5,28.860625,1.3856249999999974,65,s,LU10MI,B5
18,5,28.860625,19,6,30.372500000000002,1.5118750000000034,56,h,LU10MI,B5
19,6,30.372500000000002,20,7,31.8425,1.4699999999999989,67,h,LU10MI,B5
20,7,31.8425,21,8,33.580625,1.7381249999999966,78,h,LU10MI,B5
21,8,33.580625,22,9,34.87,1.2893749999999997,89,h,LU10MI,B5
22,9,34.87,23,1,36.253750000000004,1.3837500000000063,91,h,LU10MI,B5
23,1,36.253750000000004,24,2,37.680625,1.4268749999999955,12,h,LU10MI,B5
24,2,37.680625,25,4,39.241875,1.5612500000000011,24,s,LU10MI,B5
25,4,39.241875,26,5,40.450625,1.208750000000002,45,h,LU10MI,B5
26,5,40.450625,27,6,41.87,1.4193749999999952,56,h,LU10MI,B5
27,6,41.87,28,7,43.34,1.470000000000006,67,h,LU10MI,B5
28,7,43.34,29,8,44.785000000000004,1.4450000000000003,78,h,LU10MI,B5
29,8,44.785000000000004,30,9,46.165,1.3799999999999955,89,h,LU10MI,B5
30,9,46.165,31,1,47.378750000000004,1.2137500000000045,91,h,LU10MI,B5
31,1,47.378750000000004,32,2,48.71,1.3312499999999972,12,h,LU10MI,B5
32,2,48.71,33,3,51.3425,2.6325000000000003,23,h,LU10MI,B5
33,3,51.3425,34,4,52.605000000000004,1.2625000000000028,34,h,LU10MI,B5
34,4,52.605000000000004,35,5,53.838750000000005,1.2337500000000006,45,h,LU10MI,B5
35,5,53.838750000000005,36,6,55.155625,1.316874999999996,56,h,LU10MI,B5
36,6,55.155625,37,7,56.465625,1.3100000000000023,67,h,LU10MI,B5
37,7,56.465625,38,8,58.140625,1.6749999999999972,78,h,LU10MI,B5
38,8,58.140625,39,9,59.420625,1.2800000000000011,89,h,LU10MI,B5
39,9,59.420625,40,8,60.8175,1.3968750000000014,98,s,LU10MI,B5
40,8,60.8175,41,9,62.1025,1.2849999999999966,89,h,LU10MI,B5
41,9,62.1025,42,1,63.39875,1.2962500000000006,91,h,LU10MI,B5
42,1,63.39875,43,2,64.895,1.4962499999999963,12,h,LU10MI,B5
43,2,64.895,44,3,66.38375,1.4887500000000102,23,h,LU10MI,B5
44,3,66.38375,45,4,67.581875,1.1981249999999903,34,h,LU10MI,B5
45,4,67.581875,46,5,68.691875,1.1099999999999994,45,h,LU10MI,B5
46,5,68.691875,47,7,70.291875,1.6000000000000085,57,s,LU10MI,B5
47,7,70.291875,48,8,71.545625,1.2537499999999966,78,h,LU10MI,B5
48,8,71.545625,49,9,72.785,1.2393749999999955,89,h,LU10MI,B5
49,9,72.785,50,1,74.03875000000001,1.2537500000000108,91,h,LU10MI,B5
50,1,74.03875000000001,51,2,75.46875,1.4299999999999926,12,h,LU10MI,B5
51,2,75.46875,52,3,76.8575,1.3887500000000017,23,h,LU10MI,B5
52,3,76.8575,53,4,78.105625,1.2481250000000017,34,h,LU10MI,B5
53,4,78.105625,54,6,79.500625,1.394999999999996,46,s,LU10MI,B5
54,6,79.500625,55,7,80.85875,1.3581250000000011,67,h,LU10MI,B5
55,7,80.85875,56,8,82.235,1.3762499999999989,78,h,LU10MI,B5
56,8,82.235,57,9,83.511875,1.276875000000004,89,h,LU10MI,B5
57,9,83.511875,58,1,84.72500000000001,1.2131250000000051,91,h,LU10MI,B5
58,1,84.72500000000001,59,2,86.000625,1.275624999999991,12,h,LU10MI,B5
59,2,86.000625,60,3,87.386875,1.386250000000004,23,h,LU10MI,B5
60,3,87.386875,61,2,88.97375,1.586874999999992,32,s,LU10MI,B5
61,2,88.97375,62,3,90.25875,1.2850000000000108,23,h,LU10MI,B5
62,3,90.25875,63,4,91.50375,1.2449999999999903,34,h,LU10MI,B5
63,4,91.50375,64,5,92.681875,1.1781250000000085,45,h,LU10MI,B5
64,5,92.681875,65,6,93.99,1.3081249999999898,56,h,LU10MI,B5
65,6,93.99,66,7,95.265625,1.2756250000000051,67,h,LU10MI,B5
66,7,95.265625,67,8,96.61,1.3443749999999994,78,h,LU10MI,B5
67,8,96.61,68,1,98.23875,1.6287499999999966,81,s,LU10MI,B5
68,1,98.23875,69,2,99.8475,1.6087500000000006,12,h,LU10MI,B5
69,2,99.8475,70,3,101.38250000000001,1.5350000000000108,23,h,LU10MI,B5
70,3,101.38250000000001,71,4,102.596875,1.2143749999999898,34,h,LU10MI,B5
71,4,102.596875,72,5,104.065,1.4681250000000006,45,h,LU10MI,B5
72,5,104.065,73,6,105.78875000000001,1.7237500000000097,56,h,LU10MI,B5
0,6,4.210625,1,7,5.66,1.4493749999999999,67,h,LU10MI,B6
1,7,5.66,2,8,7.0925,1.4325,78,h,LU10MI,B6
2,8,7.0925,3,9,8.450625,1.3581250000000002,89,h,LU10MI,B6
3,9,8.450625,4,1,9.6875,1.2368749999999995,91,h,LU10MI,B6
4,1,9.6875,5,2,11.415000000000001,1.727500000000001,12,h,LU10MI,B6
5,2,11.415000000000001,6,3,12.70375,1.2887499999999985,23,h,LU10MI,B6
6,3,12.70375,7,4,13.9875,1.2837500000000013,34,h,LU10MI,B6
7,4,13.9875,8,5,15.185,1.1974999999999998,45,h,LU10MI,B6
8,5,15.185,9,6,16.560625,1.3756250000000012,56,h,LU10MI,B6
9,6,16.560625,10,7,17.870625,1.3099999999999987,67,h,LU10MI,B6
10,7,17.870625,11,9,19.110625,1.2399999999999984,79,s,LU10MI,B6
11,9,19.110625,12,1,20.41375,1.3031250000000014,91,h,LU10MI,B6
12,1,20.41375,13,2,21.920625,1.5068750000000009,12,h,LU10MI,B6
13,2,21.920625,14,3,23.27375,1.3531249999999986,23,h,LU10MI,B6
14,3,23.27375,15,4,24.595625000000002,1.3218750000000021,34,h,LU10MI,B6
15,4,24.595625000000002,16,5,26.251875000000002,1.65625,45,h,LU10MI,B6
16,5,26.251875000000002,17,6,28.415625000000002,2.1637500000000003,56,h,LU10MI,B6
17,6,28.415625000000002,18,5,29.97375,1.5581249999999969,65,s,LU10MI,B6
18,5,29.97375,19,6,31.40875,1.4350000000000023,56,h,LU10MI,B6
19,6,31.40875,20,7,32.910625,1.5018750000000018,67,h,LU10MI,B6
20,7,32.910625,21,8,34.335625,1.4249999999999972,78,h,LU10MI,B6
21,8,34.335625,22,9,35.74375,1.4081249999999983,89,h,LU10MI,B6
22,9,35.74375,23,1,36.910000000000004,1.1662500000000051,91,h,LU10MI,B6
23,1,36.910000000000004,24,2,38.2,1.2899999999999991,12,h,LU10MI,B6
24,2,38.2,25,4,39.54375,1.34375,24,s,LU10MI,B6
25,4,39.54375,26,5,40.7525,1.2087499999999949,45,h,LU10MI,B6
26,5,40.7525,27,6,42.24875,1.4962500000000034,56,h,LU10MI,B6
27,6,42.24875,28,7,43.55875,1.3100000000000023,67,h,LU10MI,B6
28,7,43.55875,29,8,44.825625,1.2668749999999989,78,h,LU10MI,B6
29,8,44.825625,30,9,46.05875,1.2331250000000011,89,h,LU10MI,B6
30,9,46.05875,31,1,47.265625,1.2068749999999966,91,h,LU10MI,B6
31,1,47.265625,32,2,48.63875,1.3731250000000017,12,h,LU10MI,B6
32,2,48.63875,33,3,50.56875,1.9299999999999997,23,h,LU10MI,B6
33,3,50.56875,34,4,51.840625,1.2718750000000014,34,h,LU10MI,B6
34,4,51.840625,35,5,53.0675,1.2268749999999997,45,h,LU10MI,B6
35,5,53.0675,36,6,54.355625,1.2881250000000009,56,h,LU10MI,B6
36,6,54.355625,37,7,55.681875,1.3262499999999946,67,h,LU10MI,B6
37,7,55.681875,38,8,56.956875000000004,1.2750000000000057,78,h,LU10MI,B6
38,8,56.956875000000004,39,9,58.156875,1.1999999999999957,89,h,LU10MI,B6
39,9,58.156875,40,8,59.67375,1.5168749999999989,98,s,LU10MI,B6
40,8,59.67375,41,9,60.820625,1.1468750000000014,89,h,LU10MI,B6
41,9,60.820625,42,1,61.86375,1.0431250000000034,91,h,LU10MI,B6
42,1,61.86375,43,2,63.446875,1.5831249999999955,12,h,LU10MI,B6
43,2,63.446875,44,3,64.931875,1.4850000000000065,23,h,LU10MI,B6
44,3,64.931875,45,4,66.10875,1.1768749999999955,34,h,LU10MI,B6
45,4,66.10875,46,5,67.26875,1.1599999999999966,45,h,LU10MI,B6
46,5,67.26875,47,7,68.74,1.4712499999999977,57,s,LU10MI,B6
47,7,68.74,48,8,70.36687500000001,1.6268750000000125,78,h,LU10MI,B6
48,8,70.36687500000001,49,9,71.79875,1.431874999999991,89,h,LU10MI,B6
49,9,71.79875,50,1,72.940625,1.1418749999999989,91,h,LU10MI,B6
50,1,72.940625,51,2,74.31875000000001,1.3781250000000114,12,h,LU10MI,B6
51,2,74.31875000000001,52,3,75.5525,1.2337499999999864,23,h,LU10MI,B6
52,3,75.5525,53,4,76.86375,1.3112500000000011,34,h,LU10MI,B6
53,4,76.86375,54,6,78.11875,1.2550000000000097,46,s,LU10MI,B6
54,6,78.11875,55,7,79.421875,1.3031249999999943,67,h,LU10MI,B6
55,7,79.421875,56,8,80.696875,1.2750000000000057,78,h,LU10MI,B6
56,8,80.696875,57,9,81.9075,1.2106249999999932,89,h,LU10MI,B6
57,9,81.9075,58,1,83.105625,1.1981250000000045,91,h,LU10MI,B6
58,1,83.105625,59,2,84.74062500000001,1.6350000000000051,12,h,LU10MI,B6
59,2,84.74062500000001,60,3,85.950625,1.2099999999999937,23,h,LU10MI,B6
60,3,85.950625,61,2,87.720625,1.769999999999996,32,s,LU10MI,B6
61,2,87.720625,62,3,89.1775,1.4568749999999966,23,h,LU10MI,B6
62,3,89.1775,63,4,91.22875,2.0512500000000102,34,h,LU10MI,B6
63,4,91.22875,64,5,92.461875,1.2331250000000011,45,h,LU10MI,B6
64,5,92.461875,65,6,93.706875,1.2449999999999903,56,h,LU10MI,B6
65,6,93.706875,66,7,95.015,1.308125000000004,67,h,LU10MI,B6
66,7,95.015,67,8,96.300625,1.285624999999996,78,h,LU10MI,B6
67,8,96.300625,68,1,97.52875,1.2281250000000057,81,s,LU10MI,B6
68,1,97.52875,69,2,99.685,2.15625,12,h,LU10MI,B6
69,2,99.685,70,3,100.841875,1.1568749999999994,23,h,LU10MI,B6
70,3,100.841875,71,4,101.985625,1.1437499999999972,34,h,LU10MI,B6
71,4,101.985625,72,5,103.1925,1.2068749999999966,45,h,LU10MI,B6
72,5,103.1925,73,6,104.680625,1.4881250000000108,56,h,LU10MI,B6
0,6,4.861875,1,7,6.2375,1.3756249999999994,67,h,LU10MI,B7
1,7,6.2375,2,8,7.565625,1.328125,78,h,LU10MI,B7
2,8,7.565625,3,9,8.825000000000001,1.2593750000000012,89,h,LU10MI,B7
3,9,8.825000000000001,4,1,9.946875,1.1218749999999993,91,h,LU10MI,B7
4,1,9.946875,5,2,11.3575,1.4106249999999996,12,h,LU10MI,B7
5,2,11.3575,6,3,12.915000000000001,1.557500000000001,23,h,LU10MI,B7
6,3,12.915000000000001,7,4,14.07875,1.1637499999999985,34,h,LU10MI,B7
7,4,14.07875,8,5,15.3025,1.2237500000000008,45,h,LU10MI,B7
8,5,15.3025,9,6,16.55375,1.2512500000000006,56,h,LU10MI,B7
9,6,16.55375,10,7,18.170625,1.6168750000000003,67,h,LU10MI,B7
10,7,18.170625,11,9,19.80375,1.6331249999999997,79,s,LU10MI,B7
11,9,19.80375,12,1,21.076875,1.2731250000000003,91,h,LU10MI,B7
12,1,21.076875,13,2,22.58875,1.5118749999999999,12,h,LU10MI,B7
13,2,22.58875,14,3,24.045,1.4562500000000007,23,h,LU10MI,B7
14,3,24.045,15,4,25.275625,1.2306249999999999,34,h,LU10MI,B7
15,4,25.275625,16,5,26.390625,1.1149999999999984,45,h,LU10MI,B7
16,5,26.390625,17,6,27.5375,1.1468750000000014,56,h,LU10MI,B7
17,6,27.5375,18,5,29.330000000000002,1.7925000000000004,65,s,LU10MI,B7
18,5,29.330000000000002,19,6,30.626875000000002,1.296875,56,h,LU10MI,B7
19,6,30.626875000000002,20,7,32.045,1.4181249999999999,67,h,LU10MI,B7
20,7,32.045,21,8,34.045625,2.0006249999999994,78,h,LU10MI,B7
21,8,34.045625,22,9,35.275,1.2293749999999974,89,h,LU10MI,B7
22,9,35.275,23,1,36.405,1.1300000000000026,91,h,LU10MI,B7
23,1,36.405,24,2,37.75875,1.353749999999998,12,h,LU10MI,B7
24,2,37.75875,25,4,38.985,1.2262500000000003,24,s,LU10MI,B7
25,4,38.985,26,5,40.1075,1.1225000000000023,45,h,LU10MI,B7
26,5,40.1075,27,6,41.521875,1.4143749999999997,56,h,LU10MI,B7
27,6,41.521875,28,7,42.925000000000004,1.4031250000000028,67,h,LU10MI,B7
28,7,42.925000000000004,29,8,44.205625,1.2806249999999935,78,h,LU10MI,B7
29,8,44.205625,30,9,45.5225,1.3168750000000031,89,h,LU10MI,B7
30,9,45.5225,31,1,46.7175,1.1950000000000003,91,h,LU10MI,B7
31,1,46.7175,32,3,49.32,2.602499999999999,13,s,LU10MI,B7
32,3,49.32,33,4,50.565625000000004,1.245625000000004,34,h,LU10MI,B7
33,4,50.565625000000004,34,5,51.681875,1.1162499999999937,45,h,LU10MI,B7
34,5,51.681875,35,6,53.305,1.6231250000000017,56,h,LU10MI,B7
35,6,53.305,36,7,54.625625,1.3206249999999997,67,h,LU10MI,B7
36,7,54.625625,37,8,55.965625,1.3400000000000034,78,h,LU10MI,B7
37,8,55.965625,38,9,57.22375,1.2581249999999997,89,h,LU10MI,B7
38,9,57.22375,39,8,58.68,1.4562499999999972,98,s,LU10MI,B7
39,8,58.68,40,9,60.08,1.3999999999999986,89,h,LU10MI,B7
40,9,60.08,41,1,61.378750000000004,1.2987500000000054,91,h,LU10MI,B7
41,1,61.378750000000004,42,2,62.7675,1.3887499999999946,12,h,LU10MI,B7
42,2,62.7675,43,3,64.056875,1.2893750000000068,23,h,LU10MI,B7
43,3,64.056875,44,4,65.24375,1.1868750000000006,34,h,LU10MI,B7
44,4,65.24375,45,5,67.315625,2.0718749999999915,45,h,LU10MI,B7
45,5,67.315625,46,7,68.53875000000001,1.2231250000000102,57,s,LU10MI,B7
46,7,68.53875000000001,47,8,69.91,1.3712499999999892,78,h,LU10MI,B7
47,8,69.91,48,9,71.155,1.2450000000000045,89,h,LU10MI,B7
48,9,71.155,49,1,72.325,1.1700000000000017,91,h,LU10MI,B7
49,1,72.325,50,2,73.645,1.3199999999999932,12,h,LU10MI,B7
50,2,73.645,51,3,74.99375,1.3487500000000097,23,h,LU10MI,B7
51,3,74.99375,52,4,76.185625,1.191874999999996,34,h,LU10MI,B7
52,4,76.185625,53,6,77.7125,1.526875000000004,46,s,LU10MI,B7
53,6,77.7125,54,7,78.961875,1.2493750000000006,67,h,LU10MI,B7
54,7,78.961875,55,8,80.83562500000001,1.8737500000000011,78,h,LU10MI,B7
55,8,80.83562500000001,56,9,81.94,1.1043749999999903,89,h,LU10MI,B7
56,9,81.94,57,1,83.0875,1.147500000000008,91,h,LU10MI,B7
57,1,83.0875,58,2,84.670625,1.5831249999999955,12,h,LU10MI,B7
58,2,84.670625,59,3,85.935625,1.2650000000000006,23,h,LU10MI,B7
59,3,85.935625,60,2,87.24,1.3043749999999932,32,s,LU10MI,B7
60,2,87.24,61,3,88.46062500000001,1.2206250000000125,23,h,LU10MI,B7
61,3,88.46062500000001,62,4,89.655625,1.1949999999999932,34,h,LU10MI,B7
62,4,89.655625,63,5,90.931875,1.2762500000000045,45,h,LU10MI,B7
63,5,90.931875,64,6,92.31,1.3781249999999972,56,h,LU10MI,B7
64,6,92.31,65,7,93.681875,1.3718750000000028,67,h,LU10MI,B7
65,7,93.681875,66,8,95.135,1.453125,78,h,LU10MI,B7
66,8,95.135,67,1,96.3075,1.1724999999999994,81,s,LU10MI,B7
67,1,96.3075,68,2,98.10000000000001,1.792500000000004,12,h,LU10MI,B7
68,2,98.10000000000001,69,3,99.41,1.309999999999988,23,h,LU10MI,B7
69,3,99.41,70,4,100.525,1.115000000000009,34,h,LU10MI,B7
70,4,100.525,71,5,101.6025,1.0775000000000006,45,h,LU10MI,B7
71,5,101.6025,72,6,102.820625,1.2181250000000006,56,h,LU10MI,B7
0,6,4.2275,1,7,5.42375,1.19625,67,h,LU10MI,B8
1,7,5.42375,2,8,6.616875,1.1931250000000002,78,h,LU10MI,B8
2,8,6.616875,3,9,7.830625,1.21375,89,h,LU10MI,B8
3,9,7.830625,4,1,8.8625,1.0318750000000003,91,h,LU10MI,B8
4,1,8.8625,5,2,10.06375,1.20125,12,h,LU10MI,B8
5,2,10.06375,6,3,11.210625,1.1468749999999996,23,h,LU10MI,B8
6,3,11.210625,7,4,12.26,1.0493749999999995,34,h,LU10MI,B8
7,4,12.26,8,5,13.305,1.045,45,h,LU10MI,B8
8,5,13.305,9,6,14.405000000000001,1.1000000000000014,56,h,LU10MI,B8
